timestamp,start_time,total_elapsed_time,total_timer_time,position_lat,position_long,gps_accuracy,temperature,avg_temperature,max_temperature,heart_rate,calories,min_heart_rate,avg_heart_rate,max_heart_rate,time_in_hr_zone,total_calories,cadence,avg_cadence,max_cadence,enhanced_altitude,altitude,grade,enhanced_min_altitude,min_altitude,avg_grade,enhanced_avg_altitude,avg_altitude,enhanced_max_altitude,max_altitude,max_neg_grade,max_pos_grade,ascent,descent,total_ascent,total_descent,rear_gear_num,rear_gear,front_gear_num,front_gear,event,event_type,timer_trigger,battery_soc,data,vertical_speed
2024-05-06 13:47:00,,,,55.73215235956013,37.40823369473219,3,18,,,111,7,,,,,,90,,,176.60000000000002,176.60000000000002,0.19,,,,,,,,,,0,0,,,,,,,,,,,,
2024-05-06 13:47:01,,,,55.73221631348133,37.40823755040765,3,18,,,114,7,,,,,,90,,,176.60000000000002,176.60000000000002,2.15,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:02,,,,55.73228118941188,37.408245177939534,3,18,,,117,7,,,,,,91,,,176.39999999999998,176.39999999999998,1.76,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:03,,,,55.73235008865595,37.40825666114688,3,18,,,120,7,,,,,,91,,,176.20000000000005,176.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:04,,,,55.73241110891104,37.408264204859734,3,18,,,122,7,,,,,,91,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:05,,,,55.73247615247965,37.40827191621065,3,18,,,125,8,,,,,,61,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:06,,,,55.73254127986729,37.40827954374254,3,18,,,128,8,,,,,,31,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:07,,,,55.73259844444692,37.408287255093455,3,18,,,128,8,,,,,,1,,,175.79999999999995,175.79999999999995,-0.11,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:08,,,,55.73265552520752,37.40829857066274,3,18,,,129,8,,,,,,0,,,175.79999999999995,175.79999999999995,-1.19,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:09,,,,55.732712522149086,37.408302342519164,3,18,,,129,8,,,,,,0,,,175.79999999999995,175.79999999999995,-1.24,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:10,,,,55.73276935145259,37.40830225870013,3,18,,,129,9,,,,,,27,,,175.79999999999995,175.79999999999995,-1.04,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:11,,,,55.732828779146075,37.40829488262534,3,18,,,129,9,,,,,,83,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:12,,,,55.732889883220196,37.408275939524174,3,17,,,129,9,,,,,,87,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:13,,,,55.732944617047906,37.408256493508816,3,17,,,129,9,,,,,,78,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:14,,,,55.732998261228204,37.4082450941205,3,17,,,129,9,,,,,,49,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:15,,,,55.73305458761752,37.4082450941205,3,17,,,128,10,,,,,,20,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:16,,,,55.73312013410032,37.40824894979596,3,17,,,127,10,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:17,,,,55.73318526148796,37.40825657732785,3,17,,,126,10,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:18,,,,55.73324577882886,37.408260349184275,3,17,,,126,10,,,,,,79,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:19,,,,55.73329707607627,37.40826638415456,3,17,,,126,10,,,,,,53,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:20,,,,55.733370669186115,37.408264204859734,3,17,,,127,11,,,,,,28,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:21,,,,55.733431186527014,37.408260433003306,3,17,,,128,11,,,,,,3,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:22,,,,55.73348566889763,37.4082641210407,3,17,,,128,11,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:23,,,,55.733547443524,37.4082641210407,3,17,,,128,11,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:24,,,,55.73361223563552,37.4082487821579,3,17,,,128,11,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:25,,,,55.73366554453969,37.408214416354895,3,17,,,127,12,,,,,,0,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:26,,,,55.73368842713535,37.408149456605315,3,17,,,126,12,,,,,,0,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:27,,,,55.73369982652366,37.4080656375736,3,17,,,125,12,,,,,,65,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:28,,,,55.73369982652366,37.40796689875424,3,17,,,125,12,,,,,,76,,,176.20000000000005,176.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:29,,,,55.7336959708482,37.407867992296815,3,17,,,125,12,,,,,,78,,,176.20000000000005,176.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:30,,,,55.7336959708482,37.40777067840099,3,17,,,125,13,,,,,,62,,,176.39999999999998,176.39999999999998,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:31,,,,55.7336959708482,37.40766196511686,3,17,,,125,13,,,,,,37,,,176.39999999999998,176.39999999999998,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:32,,,,55.733703346922994,37.40756934508681,3,17,,,126,13,,,,,,12,,,176.20000000000005,176.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:33,,,,55.73372287675738,37.4074855260551,3,17,,,126,13,,,,,,0,,,176.20000000000005,176.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:34,,,,55.733753219246864,37.40741344168782,3,17,,,127,13,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:35,,,,55.73379462584853,37.407360803335905,3,17,,,127,14,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:36,,,,55.733837289735675,37.4073179718107,3,17,,,127,14,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:37,,,,55.733878277242184,37.407280672341585,3,16,,,127,14,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:38,,,,55.733916917815804,37.40722702816129,3,16,,,127,14,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:39,,,,55.73394642211497,37.407168271020055,3,16,,,127,14,,,,,,30,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:40,,,,55.733970729634166,37.40709291771054,4,16,,,127,14,,,,,,63,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:41,,,,55.73399352841079,37.407016810029745,3,16,,,127,15,,,,,,54,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:42,,,,55.73402286507189,37.40695444867015,3,16,,,127,15,,,,,,55,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:43,,,,55.73405362665653,37.4069001339376,3,16,,,127,15,,,,,,64,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:44,,,,55.734077179804444,37.40686836652458,3,16,,,127,15,,,,,,68,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:45,,,,55.734108025208116,37.40684892050922,3,16,,,127,15,,,,,,46,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:46,,,,55.73412294499576,37.40684892050922,3,16,,,126,16,,,,,,24,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:47,,,,55.734157310798764,37.40687540732324,3,16,,,126,16,,,,,,2,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:48,,,,55.734165189787745,37.40688320249319,3,16,,,125,16,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:49,,,,55.73416871018708,37.40689745172858,3,16,,,125,16,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:50,,,,55.734169045463204,37.40690222941339,3,16,,,124,16,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:51,,,,55.734169045463204,37.40690231323242,3,16,,,125,17,,,,,,0,,,175.39999999999998,175.39999999999998,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:52,,,,55.734169045463204,37.40690231323242,3,16,,,125,17,,,,,,0,,,175.60000000000002,175.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:53,,,,55.734169045463204,37.40690231323242,3,16,,,126,17,,,,,,0,,,175.79999999999995,175.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:54,,,,55.734169045463204,37.40690231323242,3,16,,,127,17,,,,,,0,,,176.0,176.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:55,,,,55.734169045463204,37.40690231323242,3,16,,,128,17,,,,,,0,,,176.20000000000005,176.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:56,,,,55.734169045463204,37.40690231323242,3,16,,,129,18,,,,,,0,,,176.39999999999998,176.39999999999998,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:57,,,,55.734169045463204,37.40690231323242,3,16,,,130,18,,,,,,0,,,176.60000000000002,176.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:58,,,,55.734169045463204,37.40690231323242,3,16,,,132,18,,,,,,0,,,176.79999999999995,176.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:47:59,,,,55.734169045463204,37.40690231323242,3,16,,,133,18,,,,,,0,,,177.0,177.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:00,,,,55.734169045463204,37.40690231323242,3,16,,,135,18,,,,,,0,,,177.20000000000005,177.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:01,,,,55.734169045463204,37.40690231323242,3,16,,,137,19,,,,,,0,,,177.39999999999998,177.39999999999998,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:02,,,,55.734169045463204,37.40690231323242,3,15,,,138,19,,,,,,0,,,177.79999999999995,177.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:03,,,,55.734169045463204,37.40690231323242,3,15,,,139,19,,,,,,0,,,178.0,178.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:04,,,,55.734169045463204,37.40690231323242,3,15,,,139,19,,,,,,0,,,178.20000000000005,178.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:05,,,,55.734169045463204,37.40690231323242,3,15,,,140,20,,,,,,0,,,178.39999999999998,178.39999999999998,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:06,,,,55.734169045463204,37.40690231323242,3,15,,,140,20,,,,,,0,,,178.60000000000002,178.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:07,,,,55.734169045463204,37.40690231323242,3,15,,,141,20,,,,,,0,,,179.0,179.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:08,,,,55.734169045463204,37.40690231323242,3,15,,,141,20,,,,,,0,,,179.20000000000005,179.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:09,,,,55.734169045463204,37.40690231323242,3,15,,,142,20,,,,,,0,,,179.60000000000002,179.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:10,,,,55.734169045463204,37.40690231323242,3,15,,,142,21,,,,,,0,,,179.79999999999995,179.79999999999995,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:11,,,,55.734169045463204,37.40690231323242,3,15,,,142,21,,,,,,0,,,180.0,180.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:12,,,,55.734169045463204,37.40690231323242,3,15,,,143,21,,,,,,0,,,180.39999999999998,180.39999999999998,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:13,,,,55.734169045463204,37.40690231323242,3,15,,,144,21,,,,,,0,,,180.60000000000002,180.60000000000002,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:14,,,,55.734169045463204,37.40690231323242,3,15,,,144,22,,,,,,0,,,181.0,181.0,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:15,,,,55.734169045463204,37.40690231323242,3,15,,,145,22,,,,,,0,,,181.20000000000005,181.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
2024-05-06 13:48:16,,,,55.734169045463204,37.40690231323242,3,15,,,146,22,,,,,,0,,,181.20000000000005,181.20000000000005,0.0,,,,,,,,,,1,0,,,,,,,,,,,,
